ROI_INDEX,NUM_VOX,TISSUE_SEG,ROI_NAME
281,1845,GM,right-ofug-occipital-fusiform-gyrus_1
282,1619,GM,right-ofug-occipital-fusiform-gyrus_2
283,1547,GM,right-ofug-occipital-fusiform-gyrus_3
166,1361,GM,right-pcgg-posterior-cingulate-gyrus_0
284,1662,GM,right-pcgg-posterior-cingulate-gyrus_1
285,1841,GM,right-pcgg-posterior-cingulate-gyrus_2
286,1436,GM,right-pcgg-posterior-cingulate-gyrus_3
138,1584,GM,right-mcgg-middle-cingulate-gyrus_0
287,1625,GM,right-mcgg-middle-cingulate-gyrus_1
288,1699,GM,right-mcgg-middle-cingulate-gyrus_2
289,1411,GM,right-mcgg-middle-cingulate-gyrus_3
101,2456,GM,left-acgg-anterior-cingulate-gyrus_0
290,1194,GM,left-acgg-anterior-cingulate-gyrus_1
291,1962,GM,left-acgg-anterior-cingulate-gyrus_2
292,737,GM,left-acgg-anterior-cingulate-gyrus_3
113,1550,GM,left-co-central-operculum_0
293,1684,GM,left-co-central-operculum_1
294,1658,GM,left-co-central-operculum_2
295,1542,GM,left-co-central-operculum_3
193,1761,GM,left-smc-supplementary-motor-cortex_0
296,1681,GM,left-smc-supplementary-motor-cortex_1
297,1593,GM,left-smc-supplementary-motor-cortex_2
298,1467,GM,left-smc-supplementary-motor-cortex_3
152,1269,GM,right-msfg-superior-frontal-gyrus-medial-segment_0
299,1765,GM,right-msfg-superior-frontal-gyrus-medial-segment_1
300,2012,GM,right-msfg-superior-frontal-gyrus-medial-segment_2
301,1842,GM,right-msfg-superior-frontal-gyrus-medial-segment_3
115,1737,GM,left-cun-cuneus_0
302,1770,GM,left-cun-cuneus_1
303,1322,GM,left-cun-cuneus_2
304,2232,GM,left-cun-cuneus_3
114,1386,GM,right-cun-cuneus_0
305,2118,GM,right-cun-cuneus_1
306,2116,GM,right-cun-cuneus_2
307,1891,GM,right-cun-cuneus_3
194,3401,GM,right-smg-supramarginal-gyrus_0
308,1347,GM,right-smg-supramarginal-gyrus_1
309,661,GM,right-smg-supramarginal-gyrus_2
310,2324,GM,right-smg-supramarginal-gyrus_3
195,2087,GM,left-smg-supramarginal-gyrus_0
311,2469,GM,left-smg-supramarginal-gyrus_1
312,1203,GM,left-smg-supramarginal-gyrus_2
313,2035,GM,left-smg-supramarginal-gyrus_3
128,1808,GM,right-iog-inferior-occipital-gyrus_0
314,989,GM,right-iog-inferior-occipital-gyrus_1
315,1988,GM,right-iog-inferior-occipital-gyrus_2
316,1460,GM,right-iog-inferior-occipital-gyrus_3
317,1685,GM,right-iog-inferior-occipital-gyrus_4
59,1591,GM,right-thalamus-proper_0
318,1551,GM,right-thalamus-proper_1
319,1697,GM,right-thalamus-proper_2
320,1403,GM,right-thalamus-proper_3
321,1690,GM,right-thalamus-proper_4
153,1621,GM,left-msfg-superior-frontal-gyrus-medial-segment_0
322,1566,GM,left-msfg-superior-frontal-gyrus-medial-segment_1
323,1417,GM,left-msfg-superior-frontal-gyrus-medial-segment_2
324,2176,GM,left-msfg-superior-frontal-gyrus-medial-segment_3
325,1651,GM,left-msfg-superior-frontal-gyrus-medial-segment_4
129,1829,GM,left-iog-inferior-occipital-gyrus_0
326,1013,GM,left-iog-inferior-occipital-gyrus_1
327,1620,GM,left-iog-inferior-occipital-gyrus_2
328,2149,GM,left-iog-inferior-occipital-gyrus_3
329,1827,GM,left-iog-inferior-occipital-gyrus_4
100,1834,GM,right-acgg-anterior-cingulate-gyrus_0
330,1907,GM,right-acgg-anterior-cingulate-gyrus_1
331,1970,GM,right-acgg-anterior-cingulate-gyrus_2
332,1068,GM,right-acgg-anterior-cingulate-gyrus_3
333,1709,GM,right-acgg-anterior-cingulate-gyrus_4
60,1747,GM,left-thalamus-proper_0
334,1674,GM,left-thalamus-proper_1
335,1846,GM,left-thalamus-proper_2
336,1794,GM,left-thalamus-proper_3
337,1783,GM,left-thalamus-proper_4
200,1589,GM,right-stg-superior-temporal-gyrus_0
338,1592,GM,right-stg-superior-temporal-gyrus_1
339,2136,GM,right-stg-superior-temporal-gyrus_2
340,1964,GM,right-stg-superior-temporal-gyrus_3
341,2129,GM,right-stg-superior-temporal-gyrus_4
145,2397,GM,left-mog-middle-occipital-gyrus_0
342,2138,GM,left-mog-middle-occipital-gyrus_1
343,1686,GM,left-mog-middle-occipital-gyrus_2
344,1583,GM,left-mog-middle-occipital-gyrus_3
345,1814,GM,left-mog-middle-occipital-gyrus_4
201,1215,GM,left-stg-superior-temporal-gyrus_0
346,1962,GM,left-stg-superior-temporal-gyrus_1
347,1854,GM,left-stg-superior-temporal-gyrus_2
348,1388,GM,left-stg-superior-temporal-gyrus_3
349,1599,GM,left-stg-superior-temporal-gyrus_4
350,1840,GM,left-stg-superior-temporal-gyrus_5
198,1608,GM,right-spl-superior-parietal-lobule_0
351,1509,GM,right-spl-superior-parietal-lobule_1
352,1317,GM,right-spl-superior-parietal-lobule_2
353,2140,GM,right-spl-superior-parietal-lobule_3
354,1861,GM,right-spl-superior-parietal-lobule_4
355,2232,GM,right-spl-superior-parietal-lobule_5
199,1257,GM,left-spl-superior-parietal-lobule_0
356,2649,GM,left-spl-superior-parietal-lobule_1
357,1738,GM,left-spl-superior-parietal-lobule_2
358,1630,GM,left-spl-superior-parietal-lobule_3
359,2387,GM,left-spl-superior-parietal-lobule_4
360,1528,GM,left-spl-superior-parietal-lobule_5
123,2257,GM,left-fug-fusiform-gyrus_0
361,1825,GM,left-fug-fusiform-gyrus_1
362,1656,GM,left-fug-fusiform-gyrus_2
363,1730,GM,left-fug-fusiform-gyrus_3
364,2482,GM,left-fug-fusiform-gyrus_4
365,1580,GM,left-fug-fusiform-gyrus_5
132,1210,GM,right-itg-inferior-temporal-gyrus_0
366,2151,GM,right-itg-inferior-temporal-gyrus_1
367,2022,GM,right-itg-inferior-temporal-gyrus_2
368,1747,GM,right-itg-inferior-temporal-gyrus_3
369,1552,GM,right-itg-inferior-temporal-gyrus_4
370,1781,GM,right-itg-inferior-temporal-gyrus_5
371,1833,GM,right-itg-inferior-temporal-gyrus_6
135,1610,GM,left-lig-lingual-gyrus_0
372,1913,GM,left-lig-lingual-gyrus_1
373,1479,GM,left-lig-lingual-gyrus_2
374,1635,GM,left-lig-lingual-gyrus_3
375,1549,GM,left-lig-lingual-gyrus_4
376,2367,GM,left-lig-lingual-gyrus_5
377,1935,GM,left-lig-lingual-gyrus_6
133,1554,GM,left-itg-inferior-temporal-gyrus_0
378,1647,GM,left-itg-inferior-temporal-gyrus_1
379,2594,GM,left-itg-inferior-temporal-gyrus_2
380,1912,GM,left-itg-inferior-temporal-gyrus_3
381,1576,GM,left-itg-inferior-temporal-gyrus_4
382,1914,GM,left-itg-inferior-temporal-gyrus_5
383,1935,GM,left-itg-inferior-temporal-gyrus_6
203,1738,GM,left-tmp-temporal-pole_0
384,2416,GM,left-tmp-temporal-pole_1
385,2075,GM,left-tmp-temporal-pole_2
386,1600,GM,left-tmp-temporal-pole_3
387,1455,GM,left-tmp-temporal-pole_4
388,2143,GM,left-tmp-temporal-pole_5
389,1735,GM,left-tmp-temporal-pole_6
202,1426,GM,right-tmp-temporal-pole_0
390,1889,GM,right-tmp-temporal-pole_1
391,2011,GM,right-tmp-temporal-pole_2
392,1706,GM,right-tmp-temporal-pole_3
393,1901,GM,right-tmp-temporal-pole_4
394,1955,GM,right-tmp-temporal-pole_5
395,2637,GM,right-tmp-temporal-pole_6
134,1773,GM,right-lig-lingual-gyrus_0
396,2072,GM,right-lig-lingual-gyrus_1
397,2098,GM,right-lig-lingual-gyrus_2
398,1962,GM,right-lig-lingual-gyrus_3
399,1665,GM,right-lig-lingual-gyrus_4
400,2132,GM,right-lig-lingual-gyrus_5
401,1879,GM,right-lig-lingual-gyrus_6
122,1691,GM,right-fug-fusiform-gyrus_0
402,1538,GM,right-fug-fusiform-gyrus_1
403,1623,GM,right-fug-fusiform-gyrus_2
404,1816,GM,right-fug-fusiform-gyrus_3
405,1560,GM,right-fug-fusiform-gyrus_4
406,2386,GM,right-fug-fusiform-gyrus_5
407,1869,GM,right-fug-fusiform-gyrus_6
408,1656,GM,right-fug-fusiform-gyrus_7
168,1820,GM,right-pcu-precuneus_0
409,1786,GM,right-pcu-precuneus_1
410,2355,GM,right-pcu-precuneus_2
411,1677,GM,right-pcu-precuneus_3
412,1898,GM,right-pcu-precuneus_4
413,2138,GM,right-pcu-precuneus_5
414,1682,GM,right-pcu-precuneus_6
415,1848,GM,right-pcu-precuneus_7
183,2199,GM,left-prg-precentral-gyrus_0
416,1789,GM,left-prg-precentral-gyrus_1
417,1448,GM,left-prg-precentral-gyrus_2
418,1962,GM,left-prg-precentral-gyrus_3
419,1755,GM,left-prg-precentral-gyrus_4
420,2498,GM,left-prg-precentral-gyrus_5
421,1808,GM,left-prg-precentral-gyrus_6
422,2140,GM,left-prg-precentral-gyrus_7
154,1722,GM,right-mtg-middle-temporal-gyrus_0
423,2587,GM,right-mtg-middle-temporal-gyrus_1
424,2308,GM,right-mtg-middle-temporal-gyrus_2
425,2070,GM,right-mtg-middle-temporal-gyrus_3
426,1402,GM,right-mtg-middle-temporal-gyrus_4
427,1785,GM,right-mtg-middle-temporal-gyrus_5
428,1449,GM,right-mtg-middle-temporal-gyrus_6
429,1881,GM,right-mtg-middle-temporal-gyrus_7
430,1275,GM,right-mtg-middle-temporal-gyrus_8
169,1771,GM,left-pcu-precuneus_0
431,1791,GM,left-pcu-precuneus_1
432,1556,GM,left-pcu-precuneus_2
433,2138,GM,left-pcu-precuneus_3
434,2271,GM,left-pcu-precuneus_4
435,2234,GM,left-pcu-precuneus_5
436,1605,GM,left-pcu-precuneus_6
437,1703,GM,left-pcu-precuneus_7
438,1468,GM,left-pcu-precuneus_8
176,1689,GM,right-pog-postcentral-gyrus_0
439,1647,GM,right-pog-postcentral-gyrus_1
440,2498,GM,right-pog-postcentral-gyrus_2
441,2019,GM,right-pog-postcentral-gyrus_3
442,1590,GM,right-pog-postcentral-gyrus_4
443,2119,GM,right-pog-postcentral-gyrus_5
444,1481,GM,right-pog-postcentral-gyrus_6
445,2247,GM,right-pog-postcentral-gyrus_7
446,2191,GM,right-pog-postcentral-gyrus_8
182,2077,GM,right-prg-precentral-gyrus_0
447,1674,GM,right-prg-precentral-gyrus_1
448,1167,GM,right-prg-precentral-gyrus_2
449,1705,GM,right-prg-precentral-gyrus_3
450,2065,GM,right-prg-precentral-gyrus_4
451,1959,GM,right-prg-precentral-gyrus_5
452,1825,GM,right-prg-precentral-gyrus_6
453,2462,GM,right-prg-precentral-gyrus_7
454,1473,GM,right-prg-precentral-gyrus_8
455,1307,GM,right-prg-precentral-gyrus_9
177,1545,GM,left-pog-postcentral-gyrus_0
456,1790,GM,left-pog-postcentral-gyrus_1
457,2214,GM,left-pog-postcentral-gyrus_2
458,1276,GM,left-pog-postcentral-gyrus_3
459,2903,GM,left-pog-postcentral-gyrus_4
460,1811,GM,left-pog-postcentral-gyrus_5
461,1530,GM,left-pog-postcentral-gyrus_6
462,1640,GM,left-pog-postcentral-gyrus_7
463,1166,GM,left-pog-postcentral-gyrus_8
464,1983,GM,left-pog-postcentral-gyrus_9
107,2131,GM,left-ang-angular-gyrus_0
465,1779,GM,left-ang-angular-gyrus_1
466,1836,GM,left-ang-angular-gyrus_2
467,1519,GM,left-ang-angular-gyrus_3
468,1907,GM,left-ang-angular-gyrus_4
469,2369,GM,left-ang-angular-gyrus_5
470,1525,GM,left-ang-angular-gyrus_6
471,1327,GM,left-ang-angular-gyrus_7
472,1934,GM,left-ang-angular-gyrus_8
473,1566,GM,left-ang-angular-gyrus_9
106,2586,GM,right-ang-angular-gyrus_0
474,2029,GM,right-ang-angular-gyrus_1
475,2185,GM,right-ang-angular-gyrus_2
476,2223,GM,right-ang-angular-gyrus_3
477,1714,GM,right-ang-angular-gyrus_4
478,2208,GM,right-ang-angular-gyrus_5
479,714,GM,right-ang-angular-gyrus_6
480,1685,GM,right-ang-angular-gyrus_7
481,1576,GM,right-ang-angular-gyrus_8
482,2505,GM,right-ang-angular-gyrus_9
155,915,GM,left-mtg-middle-temporal-gyrus_0
483,1301,GM,left-mtg-middle-temporal-gyrus_1
484,2269,GM,left-mtg-middle-temporal-gyrus_2
485,2444,GM,left-mtg-middle-temporal-gyrus_3
486,1823,GM,left-mtg-middle-temporal-gyrus_4
487,1320,GM,left-mtg-middle-temporal-gyrus_5
488,1562,GM,left-mtg-middle-temporal-gyrus_6
489,2026,GM,left-mtg-middle-temporal-gyrus_7
490,1819,GM,left-mtg-middle-temporal-gyrus_8
491,1873,GM,left-mtg-middle-temporal-gyrus_9
492,2203,GM,left-mtg-middle-temporal-gyrus_10
190,1773,GM,right-sfg-superior-frontal-gyrus_0
493,1202,GM,right-sfg-superior-frontal-gyrus_1
494,2016,GM,right-sfg-superior-frontal-gyrus_2
495,1544,GM,right-sfg-superior-frontal-gyrus_3
496,2865,GM,right-sfg-superior-frontal-gyrus_4
497,1898,GM,right-sfg-superior-frontal-gyrus_5
498,1895,GM,right-sfg-superior-frontal-gyrus_6
499,1344,GM,right-sfg-superior-frontal-gyrus_7
500,2369,GM,right-sfg-superior-frontal-gyrus_8
501,1953,GM,right-sfg-superior-frontal-gyrus_9
502,1713,GM,right-sfg-superior-frontal-gyrus_10
143,1790,GM,left-mfg-middle-frontal-gyrus_0
503,1697,GM,left-mfg-middle-frontal-gyrus_1
504,1604,GM,left-mfg-middle-frontal-gyrus_2
505,1928,GM,left-mfg-middle-frontal-gyrus_3
506,1915,GM,left-mfg-middle-frontal-gyrus_4
507,2071,GM,left-mfg-middle-frontal-gyrus_5
508,2130,GM,left-mfg-middle-frontal-gyrus_6
509,2433,GM,left-mfg-middle-frontal-gyrus_7
510,2251,GM,left-mfg-middle-frontal-gyrus_8
511,1717,GM,left-mfg-middle-frontal-gyrus_9
512,1783,GM,left-mfg-middle-frontal-gyrus_10
191,1969,GM,left-sfg-superior-frontal-gyrus_0
513,2423,GM,left-sfg-superior-frontal-gyrus_1
514,1871,GM,left-sfg-superior-frontal-gyrus_2
515,1672,GM,left-sfg-superior-frontal-gyrus_3
516,1891,GM,left-sfg-superior-frontal-gyrus_4
517,1406,GM,left-sfg-superior-frontal-gyrus_5
518,1896,GM,left-sfg-superior-frontal-gyrus_6
519,1803,GM,left-sfg-superior-frontal-gyrus_7
520,2409,GM,left-sfg-superior-frontal-gyrus_8
521,1824,GM,left-sfg-superior-frontal-gyrus_9
522,1598,GM,left-sfg-superior-frontal-gyrus_10
523,1555,GM,left-sfg-superior-frontal-gyrus_11
142,1776,GM,right-mfg-middle-frontal-gyrus_0
524,2126,GM,right-mfg-middle-frontal-gyrus_1
525,1596,GM,right-mfg-middle-frontal-gyrus_2
526,2012,GM,right-mfg-middle-frontal-gyrus_3
527,2310,GM,right-mfg-middle-frontal-gyrus_4
528,1619,GM,right-mfg-middle-frontal-gyrus_5
529,1345,GM,right-mfg-middle-frontal-gyrus_6
530,1462,GM,right-mfg-middle-frontal-gyrus_7
531,2288,GM,right-mfg-middle-frontal-gyrus_8
532,2017,GM,right-mfg-middle-frontal-gyrus_9
533,1179,GM,right-mfg-middle-frontal-gyrus_10
534,1847,GM,right-mfg-middle-frontal-gyrus_11
535,2215,GM,right-mfg-middle-frontal-gyrus_12
