ROI_INDEX,NUM_VOX,TISSUE_SEG,ROI_NAME
113,1533,GM,left-co-central-operculum_0
257,2219,GM,left-co-central-operculum_1
258,1392,GM,left-co-central-operculum_2
47,2092,GM,right-hippocampus_0
259,1697,GM,right-hippocampus_1
260,1379,GM,right-hippocampus_2
166,859,GM,right-pcgg-posterior-cingulate-gyrus_0
261,2270,GM,right-pcgg-posterior-cingulate-gyrus_1
262,2259,GM,right-pcgg-posterior-cingulate-gyrus_2
57,1900,GM,right-putamen_0
263,1521,GM,right-putamen_1
264,2003,GM,right-putamen_2
58,1466,GM,left-putamen_0
265,2147,GM,left-putamen_1
266,1921,GM,left-putamen_2
162,1579,GM,right-opifg-opercular-part-of-the-inferior-frontal-gyrus_0
267,2043,GM,right-opifg-opercular-part-of-the-inferior-frontal-gyrus_1
268,1966,GM,right-opifg-opercular-part-of-the-inferior-frontal-gyrus_2
204,1869,GM,right-trifg-triangular-part-of-the-inferior-frontal-gyrus_0
269,1956,GM,right-trifg-triangular-part-of-the-inferior-frontal-gyrus_1
270,1885,GM,right-trifg-triangular-part-of-the-inferior-frontal-gyrus_2
145,1875,GM,left-mog-middle-occipital-gyrus_0
271,1890,GM,left-mog-middle-occipital-gyrus_1
272,1982,GM,left-mog-middle-occipital-gyrus_2
103,1761,GM,left-ains-anterior-insula_0
273,1469,GM,left-ains-anterior-insula_1
274,1822,GM,left-ains-anterior-insula_2
275,842,GM,left-ains-anterior-insula_3
100,1672,GM,right-acgg-anterior-cingulate-gyrus_0
276,1107,GM,right-acgg-anterior-cingulate-gyrus_1
277,1633,GM,right-acgg-anterior-cingulate-gyrus_2
278,1488,GM,right-acgg-anterior-cingulate-gyrus_3
146,1748,GM,right-morg-medial-orbital-gyrus_0
279,1198,GM,right-morg-medial-orbital-gyrus_1
280,1838,GM,right-morg-medial-orbital-gyrus_2
281,1187,GM,right-morg-medial-orbital-gyrus_3
102,1726,GM,right-ains-anterior-insula_0
282,1502,GM,right-ains-anterior-insula_1
283,1015,GM,right-ains-anterior-insula_2
284,1733,GM,right-ains-anterior-insula_3
139,1383,GM,left-mcgg-middle-cingulate-gyrus_0
285,1582,GM,left-mcgg-middle-cingulate-gyrus_1
286,1571,GM,left-mcgg-middle-cingulate-gyrus_2
287,1452,GM,left-mcgg-middle-cingulate-gyrus_3
120,1728,GM,right-frp-frontal-pole_0
288,1683,GM,right-frp-frontal-pole_1
289,1447,GM,right-frp-frontal-pole_2
290,1400,GM,right-frp-frontal-pole_3
138,1155,GM,right-mcgg-middle-cingulate-gyrus_0
291,1992,GM,right-mcgg-middle-cingulate-gyrus_1
292,1582,GM,right-mcgg-middle-cingulate-gyrus_2
293,1810,GM,right-mcgg-middle-cingulate-gyrus_3
153,2041,GM,left-msfg-superior-frontal-gyrus-medial-segment_0
294,1145,GM,left-msfg-superior-frontal-gyrus-medial-segment_1
295,1660,GM,left-msfg-superior-frontal-gyrus-medial-segment_2
296,1712,GM,left-msfg-superior-frontal-gyrus-medial-segment_3
128,2357,GM,right-iog-inferior-occipital-gyrus_0
297,783,GM,right-iog-inferior-occipital-gyrus_1
298,1555,GM,right-iog-inferior-occipital-gyrus_2
299,2054,GM,right-iog-inferior-occipital-gyrus_3
115,2141,GM,left-cun-cuneus_0
300,1360,GM,left-cun-cuneus_1
301,1538,GM,left-cun-cuneus_2
302,1884,GM,left-cun-cuneus_3
114,1626,GM,right-cun-cuneus_0
303,2124,GM,right-cun-cuneus_1
304,2260,GM,right-cun-cuneus_2
305,1164,GM,right-cun-cuneus_3
147,1713,GM,left-morg-medial-orbital-gyrus_0
306,2123,GM,left-morg-medial-orbital-gyrus_1
307,1658,GM,left-morg-medial-orbital-gyrus_2
308,1695,GM,left-morg-medial-orbital-gyrus_3
160,2296,GM,right-ofug-occipital-fusiform-gyrus_0
309,2102,GM,right-ofug-occipital-fusiform-gyrus_1
310,1667,GM,right-ofug-occipital-fusiform-gyrus_2
311,1300,GM,right-ofug-occipital-fusiform-gyrus_3
197,1786,GM,left-sog-superior-occipital-gyrus_0
312,1804,GM,left-sog-superior-occipital-gyrus_1
313,1948,GM,left-sog-superior-occipital-gyrus_2
314,1853,GM,left-sog-superior-occipital-gyrus_3
196,2149,GM,right-sog-superior-occipital-gyrus_0
315,2309,GM,right-sog-superior-occipital-gyrus_1
316,2037,GM,right-sog-superior-occipital-gyrus_2
317,1022,GM,right-sog-superior-occipital-gyrus_3
144,1881,GM,right-mog-middle-occipital-gyrus_0
318,1997,GM,right-mog-middle-occipital-gyrus_1
319,2083,GM,right-mog-middle-occipital-gyrus_2
320,1565,GM,right-mog-middle-occipital-gyrus_3
201,1370,GM,left-stg-superior-temporal-gyrus_0
321,1409,GM,left-stg-superior-temporal-gyrus_1
322,1682,GM,left-stg-superior-temporal-gyrus_2
323,2525,GM,left-stg-superior-temporal-gyrus_3
324,1048,GM,left-stg-superior-temporal-gyrus_4
202,1527,GM,right-tmp-temporal-pole_0
325,1394,GM,right-tmp-temporal-pole_1
326,1400,GM,right-tmp-temporal-pole_2
327,1728,GM,right-tmp-temporal-pole_3
328,2005,GM,right-tmp-temporal-pole_4
122,1854,GM,right-fug-fusiform-gyrus_0
329,1042,GM,right-fug-fusiform-gyrus_1
330,2219,GM,right-fug-fusiform-gyrus_2
331,1413,GM,right-fug-fusiform-gyrus_3
332,1779,GM,right-fug-fusiform-gyrus_4
203,1589,GM,left-tmp-temporal-pole_0
333,2211,GM,left-tmp-temporal-pole_1
334,1349,GM,left-tmp-temporal-pole_2
335,1159,GM,left-tmp-temporal-pole_3
336,2049,GM,left-tmp-temporal-pole_4
123,1152,GM,left-fug-fusiform-gyrus_0
337,2352,GM,left-fug-fusiform-gyrus_1
338,1634,GM,left-fug-fusiform-gyrus_2
339,1985,GM,left-fug-fusiform-gyrus_3
340,1502,GM,left-fug-fusiform-gyrus_4
129,1935,GM,left-iog-inferior-occipital-gyrus_0
341,1423,GM,left-iog-inferior-occipital-gyrus_1
342,1633,GM,left-iog-inferior-occipital-gyrus_2
343,1798,GM,left-iog-inferior-occipital-gyrus_3
344,1927,GM,left-iog-inferior-occipital-gyrus_4
152,1968,GM,right-msfg-superior-frontal-gyrus-medial-segment_0
345,2132,GM,right-msfg-superior-frontal-gyrus-medial-segment_1
346,1525,GM,right-msfg-superior-frontal-gyrus-medial-segment_2
347,1572,GM,right-msfg-superior-frontal-gyrus-medial-segment_3
348,1521,GM,right-msfg-superior-frontal-gyrus-medial-segment_4
195,2025,GM,left-smg-supramarginal-gyrus_0
349,2016,GM,left-smg-supramarginal-gyrus_1
350,1099,GM,left-smg-supramarginal-gyrus_2
351,2213,GM,left-smg-supramarginal-gyrus_3
352,1636,GM,left-smg-supramarginal-gyrus_4
60,1604,GM,left-thalamus-proper_0
353,2056,GM,left-thalamus-proper_1
354,1706,GM,left-thalamus-proper_2
355,1873,GM,left-thalamus-proper_3
356,1780,GM,left-thalamus-proper_4
59,2040,GM,right-thalamus-proper_0
357,1842,GM,right-thalamus-proper_1
358,1977,GM,right-thalamus-proper_2
359,1855,GM,right-thalamus-proper_3
360,1622,GM,right-thalamus-proper_4
200,2371,GM,right-stg-superior-temporal-gyrus_0
361,1212,GM,right-stg-superior-temporal-gyrus_1
362,1532,GM,right-stg-superior-temporal-gyrus_2
363,1649,GM,right-stg-superior-temporal-gyrus_3
364,1713,GM,right-stg-superior-temporal-gyrus_4
365,1937,GM,right-stg-superior-temporal-gyrus_5
101,2074,GM,left-acgg-anterior-cingulate-gyrus_0
366,1849,GM,left-acgg-anterior-cingulate-gyrus_1
367,1173,GM,left-acgg-anterior-cingulate-gyrus_2
368,1849,GM,left-acgg-anterior-cingulate-gyrus_3
369,1969,GM,left-acgg-anterior-cingulate-gyrus_4
370,1957,GM,left-acgg-anterior-cingulate-gyrus_5
135,1796,GM,left-lig-lingual-gyrus_0
371,1781,GM,left-lig-lingual-gyrus_1
372,1873,GM,left-lig-lingual-gyrus_2
373,2032,GM,left-lig-lingual-gyrus_3
374,1908,GM,left-lig-lingual-gyrus_4
375,1547,GM,left-lig-lingual-gyrus_5
176,1700,GM,right-pog-postcentral-gyrus_0
376,1842,GM,right-pog-postcentral-gyrus_1
377,2196,GM,right-pog-postcentral-gyrus_2
378,1730,GM,right-pog-postcentral-gyrus_3
379,1022,GM,right-pog-postcentral-gyrus_4
380,1847,GM,right-pog-postcentral-gyrus_5
381,1829,GM,right-pog-postcentral-gyrus_6
134,1761,GM,right-lig-lingual-gyrus_0
382,1897,GM,right-lig-lingual-gyrus_1
383,1228,GM,right-lig-lingual-gyrus_2
384,1435,GM,right-lig-lingual-gyrus_3
385,1800,GM,right-lig-lingual-gyrus_4
386,1982,GM,right-lig-lingual-gyrus_5
387,2070,GM,right-lig-lingual-gyrus_6
194,2578,GM,right-smg-supramarginal-gyrus_0
388,906,GM,right-smg-supramarginal-gyrus_1
389,1489,GM,right-smg-supramarginal-gyrus_2
390,1834,GM,right-smg-supramarginal-gyrus_3
391,1959,GM,right-smg-supramarginal-gyrus_4
392,2069,GM,right-smg-supramarginal-gyrus_5
393,1660,GM,right-smg-supramarginal-gyrus_6
107,2280,GM,left-ang-angular-gyrus_0
394,2132,GM,left-ang-angular-gyrus_1
395,1887,GM,left-ang-angular-gyrus_2
396,1514,GM,left-ang-angular-gyrus_3
397,1798,GM,left-ang-angular-gyrus_4
398,1909,GM,left-ang-angular-gyrus_5
399,1697,GM,left-ang-angular-gyrus_6
168,1689,GM,right-pcu-precuneus_0
400,1329,GM,right-pcu-precuneus_1
401,2560,GM,right-pcu-precuneus_2
402,2396,GM,right-pcu-precuneus_3
403,2178,GM,right-pcu-precuneus_4
404,1648,GM,right-pcu-precuneus_5
405,1481,GM,right-pcu-precuneus_6
132,1099,GM,right-itg-inferior-temporal-gyrus_0
406,2097,GM,right-itg-inferior-temporal-gyrus_1
407,1824,GM,right-itg-inferior-temporal-gyrus_2
408,1642,GM,right-itg-inferior-temporal-gyrus_3
409,2007,GM,right-itg-inferior-temporal-gyrus_4
410,1715,GM,right-itg-inferior-temporal-gyrus_5
411,1920,GM,right-itg-inferior-temporal-gyrus_6
412,1624,GM,right-itg-inferior-temporal-gyrus_7
182,2250,GM,right-prg-precentral-gyrus_0
413,1413,GM,right-prg-precentral-gyrus_1
414,2045,GM,right-prg-precentral-gyrus_2
415,2061,GM,right-prg-precentral-gyrus_3
416,2073,GM,right-prg-precentral-gyrus_4
417,1671,GM,right-prg-precentral-gyrus_5
418,2175,GM,right-prg-precentral-gyrus_6
419,959,GM,right-prg-precentral-gyrus_7
106,1576,GM,right-ang-angular-gyrus_0
420,2425,GM,right-ang-angular-gyrus_1
421,1725,GM,right-ang-angular-gyrus_2
422,1514,GM,right-ang-angular-gyrus_3
423,1713,GM,right-ang-angular-gyrus_4
424,1754,GM,right-ang-angular-gyrus_5
425,2000,GM,right-ang-angular-gyrus_6
426,1955,GM,right-ang-angular-gyrus_7
169,1930,GM,left-pcu-precuneus_0
427,2056,GM,left-pcu-precuneus_1
428,1767,GM,left-pcu-precuneus_2
429,2294,GM,left-pcu-precuneus_3
430,1041,GM,left-pcu-precuneus_4
431,1221,GM,left-pcu-precuneus_5
432,2002,GM,left-pcu-precuneus_6
433,2734,GM,left-pcu-precuneus_7
198,1974,GM,right-spl-superior-parietal-lobule_0
434,1510,GM,right-spl-superior-parietal-lobule_1
435,2351,GM,right-spl-superior-parietal-lobule_2
436,1379,GM,right-spl-superior-parietal-lobule_3
437,1749,GM,right-spl-superior-parietal-lobule_4
438,2018,GM,right-spl-superior-parietal-lobule_5
439,2248,GM,right-spl-superior-parietal-lobule_6
440,1491,GM,right-spl-superior-parietal-lobule_7
441,1554,GM,right-spl-superior-parietal-lobule_8
155,1230,GM,left-mtg-middle-temporal-gyrus_0
442,2623,GM,left-mtg-middle-temporal-gyrus_1
443,1666,GM,left-mtg-middle-temporal-gyrus_2
444,2029,GM,left-mtg-middle-temporal-gyrus_3
445,1181,GM,left-mtg-middle-temporal-gyrus_4
446,1446,GM,left-mtg-middle-temporal-gyrus_5
447,2196,GM,left-mtg-middle-temporal-gyrus_6
448,1990,GM,left-mtg-middle-temporal-gyrus_7
449,1924,GM,left-mtg-middle-temporal-gyrus_8
199,2130,GM,left-spl-superior-parietal-lobule_0
450,1654,GM,left-spl-superior-parietal-lobule_1
451,1923,GM,left-spl-superior-parietal-lobule_2
452,2022,GM,left-spl-superior-parietal-lobule_3
453,1540,GM,left-spl-superior-parietal-lobule_4
454,2398,GM,left-spl-superior-parietal-lobule_5
455,2155,GM,left-spl-superior-parietal-lobule_6
456,1810,GM,left-spl-superior-parietal-lobule_7
457,1584,GM,left-spl-superior-parietal-lobule_8
190,1550,GM,right-sfg-superior-frontal-gyrus_0
458,1985,GM,right-sfg-superior-frontal-gyrus_1
459,1864,GM,right-sfg-superior-frontal-gyrus_2
460,2304,GM,right-sfg-superior-frontal-gyrus_3
461,1774,GM,right-sfg-superior-frontal-gyrus_4
462,2167,GM,right-sfg-superior-frontal-gyrus_5
463,1957,GM,right-sfg-superior-frontal-gyrus_6
464,1668,GM,right-sfg-superior-frontal-gyrus_7
465,2055,GM,right-sfg-superior-frontal-gyrus_8
183,1992,GM,left-prg-precentral-gyrus_0
466,1884,GM,left-prg-precentral-gyrus_1
467,1996,GM,left-prg-precentral-gyrus_2
468,1231,GM,left-prg-precentral-gyrus_3
469,1710,GM,left-prg-precentral-gyrus_4
470,1546,GM,left-prg-precentral-gyrus_5
471,2621,GM,left-prg-precentral-gyrus_6
472,2020,GM,left-prg-precentral-gyrus_7
473,1252,GM,left-prg-precentral-gyrus_8
474,1460,GM,left-prg-precentral-gyrus_9
191,1842,GM,left-sfg-superior-frontal-gyrus_0
475,2421,GM,left-sfg-superior-frontal-gyrus_1
476,2331,GM,left-sfg-superior-frontal-gyrus_2
477,1973,GM,left-sfg-superior-frontal-gyrus_3
478,1518,GM,left-sfg-superior-frontal-gyrus_4
479,1636,GM,left-sfg-superior-frontal-gyrus_5
480,1887,GM,left-sfg-superior-frontal-gyrus_6
481,958,GM,left-sfg-superior-frontal-gyrus_7
482,1285,GM,left-sfg-superior-frontal-gyrus_8
483,1926,GM,left-sfg-superior-frontal-gyrus_9
177,1562,GM,left-pog-postcentral-gyrus_0
484,2290,GM,left-pog-postcentral-gyrus_1
485,2217,GM,left-pog-postcentral-gyrus_2
486,2036,GM,left-pog-postcentral-gyrus_3
487,2436,GM,left-pog-postcentral-gyrus_4
488,1094,GM,left-pog-postcentral-gyrus_5
489,1703,GM,left-pog-postcentral-gyrus_6
490,1713,GM,left-pog-postcentral-gyrus_7
491,1552,GM,left-pog-postcentral-gyrus_8
492,1388,GM,left-pog-postcentral-gyrus_9
133,1678,GM,left-itg-inferior-temporal-gyrus_0
493,2046,GM,left-itg-inferior-temporal-gyrus_1
494,1623,GM,left-itg-inferior-temporal-gyrus_2
495,2417,GM,left-itg-inferior-temporal-gyrus_3
496,2014,GM,left-itg-inferior-temporal-gyrus_4
497,1525,GM,left-itg-inferior-temporal-gyrus_5
498,1060,GM,left-itg-inferior-temporal-gyrus_6
499,1704,GM,left-itg-inferior-temporal-gyrus_7
500,1898,GM,left-itg-inferior-temporal-gyrus_8
501,2045,GM,left-itg-inferior-temporal-gyrus_9
154,1441,GM,right-mtg-middle-temporal-gyrus_0
502,2245,GM,right-mtg-middle-temporal-gyrus_1
503,1313,GM,right-mtg-middle-temporal-gyrus_2
504,2085,GM,right-mtg-middle-temporal-gyrus_3
505,1631,GM,right-mtg-middle-temporal-gyrus_4
506,2245,GM,right-mtg-middle-temporal-gyrus_5
507,2109,GM,right-mtg-middle-temporal-gyrus_6
508,1728,GM,right-mtg-middle-temporal-gyrus_7
509,2439,GM,right-mtg-middle-temporal-gyrus_8
510,1313,GM,right-mtg-middle-temporal-gyrus_9
143,1959,GM,left-mfg-middle-frontal-gyrus_0
511,1503,GM,left-mfg-middle-frontal-gyrus_1
512,1652,GM,left-mfg-middle-frontal-gyrus_2
513,2350,GM,left-mfg-middle-frontal-gyrus_3
514,1906,GM,left-mfg-middle-frontal-gyrus_4
515,1871,GM,left-mfg-middle-frontal-gyrus_5
516,2000,GM,left-mfg-middle-frontal-gyrus_6
517,1819,GM,left-mfg-middle-frontal-gyrus_7
518,1815,GM,left-mfg-middle-frontal-gyrus_8
519,1382,GM,left-mfg-middle-frontal-gyrus_9
520,1643,GM,left-mfg-middle-frontal-gyrus_10
521,2092,GM,left-mfg-middle-frontal-gyrus_11
142,1712,GM,right-mfg-middle-frontal-gyrus_0
522,1594,GM,right-mfg-middle-frontal-gyrus_1
523,1865,GM,right-mfg-middle-frontal-gyrus_2
524,1822,GM,right-mfg-middle-frontal-gyrus_3
525,1628,GM,right-mfg-middle-frontal-gyrus_4
526,1822,GM,right-mfg-middle-frontal-gyrus_5
527,2398,GM,right-mfg-middle-frontal-gyrus_6
528,1559,GM,right-mfg-middle-frontal-gyrus_7
529,2634,GM,right-mfg-middle-frontal-gyrus_8
530,2015,GM,right-mfg-middle-frontal-gyrus_9
531,2289,GM,right-mfg-middle-frontal-gyrus_10
532,1455,GM,right-mfg-middle-frontal-gyrus_11
