ROI_INDEX,NUM_VOX,TISSUE_SEG,ROI_NAME
163,1326,GM,left-opifg-opercular-part-of-the-inferior-frontal-gyrus_0
229,2361,GM,left-opifg-opercular-part-of-the-inferior-frontal-gyrus_1
156,1826,GM,right-ocp-occipital-pole_0
230,1884,GM,right-ocp-occipital-pole_1
125,1997,GM,left-gre-gyrus-rectus_0
231,1725,GM,left-gre-gyrus-rectus_1
121,2104,GM,left-frp-frontal-pole_0
232,1669,GM,left-frp-frontal-pole_1
171,1780,GM,left-phg-parahippocampal-gyrus_0
233,2032,GM,left-phg-parahippocampal-gyrus_1
137,1793,GM,left-lorg-lateral-orbital-gyrus_0
234,2023,GM,left-lorg-lateral-orbital-gyrus_1
174,2042,GM,right-po-parietal-operculum_0
235,1775,GM,right-po-parietal-operculum_1
151,1718,GM,left-mprg-precentral-gyrus-medial-segment_0
236,2109,GM,left-mprg-precentral-gyrus-medial-segment_1
170,2001,GM,right-phg-parahippocampal-gyrus_0
237,1838,GM,right-phg-parahippocampal-gyrus_1
141,2622,GM,left-mfc-medial-frontal-cortex_0
238,1266,GM,left-mfc-medial-frontal-cortex_1
166,911,GM,right-pcgg-posterior-cingulate-gyrus_0
239,1682,GM,right-pcgg-posterior-cingulate-gyrus_1
240,1317,GM,right-pcgg-posterior-cingulate-gyrus_2
167,1305,GM,left-pcgg-posterior-cingulate-gyrus_0
241,1167,GM,left-pcgg-posterior-cingulate-gyrus_1
242,1483,GM,left-pcgg-posterior-cingulate-gyrus_2
103,1211,GM,left-ains-anterior-insula_0
243,1197,GM,left-ains-anterior-insula_1
244,1639,GM,left-ains-anterior-insula_2
178,1250,GM,right-porg-posterior-orbital-gyrus_0
245,1737,GM,right-porg-posterior-orbital-gyrus_1
246,1093,GM,right-porg-posterior-orbital-gyrus_2
102,1397,GM,right-ains-anterior-insula_0
247,1208,GM,right-ains-anterior-insula_1
248,1562,GM,right-ains-anterior-insula_2
58,1571,GM,left-putamen_0
249,1512,GM,left-putamen_1
250,1102,GM,left-putamen_2
57,1111,GM,right-putamen_0
251,1539,GM,right-putamen_1
252,1539,GM,right-putamen_2
109,1407,GM,left-calc-calcarine-cortex_0
253,1371,GM,left-calc-calcarine-cortex_1
254,1440,GM,left-calc-calcarine-cortex_2
100,1912,GM,right-acgg-anterior-cingulate-gyrus_0
255,762,GM,right-acgg-anterior-cingulate-gyrus_1
256,1592,GM,right-acgg-anterior-cingulate-gyrus_2
150,1498,GM,right-mprg-precentral-gyrus-medial-segment_0
257,1537,GM,right-mprg-precentral-gyrus-medial-segment_1
258,1244,GM,right-mprg-precentral-gyrus-medial-segment_2
114,1266,GM,right-cun-cuneus_0
259,1201,GM,right-cun-cuneus_1
260,1827,GM,right-cun-cuneus_2
197,1336,GM,left-sog-superior-occipital-gyrus_0
261,1587,GM,left-sog-superior-occipital-gyrus_1
262,1727,GM,left-sog-superior-occipital-gyrus_2
160,1482,GM,right-ofug-occipital-fusiform-gyrus_0
263,1510,GM,right-ofug-occipital-fusiform-gyrus_1
264,1683,GM,right-ofug-occipital-fusiform-gyrus_2
161,1749,GM,left-ofug-occipital-fusiform-gyrus_0
265,1958,GM,left-ofug-occipital-fusiform-gyrus_1
266,1308,GM,left-ofug-occipital-fusiform-gyrus_2
101,1913,GM,left-acgg-anterior-cingulate-gyrus_0
267,1835,GM,left-acgg-anterior-cingulate-gyrus_1
268,1524,GM,left-acgg-anterior-cingulate-gyrus_2
113,1668,GM,left-co-central-operculum_0
269,2340,GM,left-co-central-operculum_1
270,1331,GM,left-co-central-operculum_2
112,1419,GM,right-co-central-operculum_0
271,2362,GM,right-co-central-operculum_1
272,1564,GM,right-co-central-operculum_2
146,1467,GM,right-morg-medial-orbital-gyrus_0
273,1700,GM,right-morg-medial-orbital-gyrus_1
274,2222,GM,right-morg-medial-orbital-gyrus_2
115,1505,GM,left-cun-cuneus_0
275,1881,GM,left-cun-cuneus_1
276,2033,GM,left-cun-cuneus_2
196,1504,GM,right-sog-superior-occipital-gyrus_0
277,2129,GM,right-sog-superior-occipital-gyrus_1
278,1856,GM,right-sog-superior-occipital-gyrus_2
144,2016,GM,right-mog-middle-occipital-gyrus_0
279,1669,GM,right-mog-middle-occipital-gyrus_1
280,1902,GM,right-mog-middle-occipital-gyrus_2
138,1444,GM,right-mcgg-middle-cingulate-gyrus_0
281,1768,GM,right-mcgg-middle-cingulate-gyrus_1
282,1577,GM,right-mcgg-middle-cingulate-gyrus_2
283,1324,GM,right-mcgg-middle-cingulate-gyrus_3
145,1955,GM,left-mog-middle-occipital-gyrus_0
284,1561,GM,left-mog-middle-occipital-gyrus_1
285,1581,GM,left-mog-middle-occipital-gyrus_2
286,1426,GM,left-mog-middle-occipital-gyrus_3
192,1224,GM,right-smc-supplementary-motor-cortex_0
287,2411,GM,right-smc-supplementary-motor-cortex_1
288,1590,GM,right-smc-supplementary-motor-cortex_2
289,1405,GM,right-smc-supplementary-motor-cortex_3
193,1841,GM,left-smc-supplementary-motor-cortex_0
290,2072,GM,left-smc-supplementary-motor-cortex_1
291,1288,GM,left-smc-supplementary-motor-cortex_2
292,1529,GM,left-smc-supplementary-motor-cortex_3
106,1307,GM,right-ang-angular-gyrus_0
293,2121,GM,right-ang-angular-gyrus_1
294,1755,GM,right-ang-angular-gyrus_2
295,1746,GM,right-ang-angular-gyrus_3
147,1616,GM,left-morg-medial-orbital-gyrus_0
296,1883,GM,left-morg-medial-orbital-gyrus_1
297,1325,GM,left-morg-medial-orbital-gyrus_2
298,2122,GM,left-morg-medial-orbital-gyrus_3
139,1908,GM,left-mcgg-middle-cingulate-gyrus_0
299,1433,GM,left-mcgg-middle-cingulate-gyrus_1
300,1810,GM,left-mcgg-middle-cingulate-gyrus_2
301,1938,GM,left-mcgg-middle-cingulate-gyrus_3
153,1699,GM,left-msfg-superior-frontal-gyrus-medial-segment_0
302,1857,GM,left-msfg-superior-frontal-gyrus-medial-segment_1
303,1675,GM,left-msfg-superior-frontal-gyrus-medial-segment_2
304,2119,GM,left-msfg-superior-frontal-gyrus-medial-segment_3
134,1632,GM,right-lig-lingual-gyrus_0
305,1630,GM,right-lig-lingual-gyrus_1
306,1818,GM,right-lig-lingual-gyrus_2
307,1527,GM,right-lig-lingual-gyrus_3
308,1266,GM,right-lig-lingual-gyrus_4
59,1628,GM,right-thalamus-proper_0
309,1545,GM,right-thalamus-proper_1
310,1592,GM,right-thalamus-proper_2
311,1669,GM,right-thalamus-proper_3
312,1575,GM,right-thalamus-proper_4
60,1498,GM,left-thalamus-proper_0
313,1668,GM,left-thalamus-proper_1
314,1639,GM,left-thalamus-proper_2
315,1635,GM,left-thalamus-proper_3
316,1632,GM,left-thalamus-proper_4
123,2117,GM,left-fug-fusiform-gyrus_0
317,1376,GM,left-fug-fusiform-gyrus_1
318,1481,GM,left-fug-fusiform-gyrus_2
319,1743,GM,left-fug-fusiform-gyrus_3
320,1788,GM,left-fug-fusiform-gyrus_4
202,1620,GM,right-tmp-temporal-pole_0
321,2082,GM,right-tmp-temporal-pole_1
322,1605,GM,right-tmp-temporal-pole_2
323,1967,GM,right-tmp-temporal-pole_3
324,1458,GM,right-tmp-temporal-pole_4
107,2277,GM,left-ang-angular-gyrus_0
325,1260,GM,left-ang-angular-gyrus_1
326,2238,GM,left-ang-angular-gyrus_2
327,1578,GM,left-ang-angular-gyrus_3
328,1541,GM,left-ang-angular-gyrus_4
200,1731,GM,right-stg-superior-temporal-gyrus_0
329,2011,GM,right-stg-superior-temporal-gyrus_1
330,1888,GM,right-stg-superior-temporal-gyrus_2
331,1686,GM,right-stg-superior-temporal-gyrus_3
332,1657,GM,right-stg-superior-temporal-gyrus_4
135,1854,GM,left-lig-lingual-gyrus_0
333,1976,GM,left-lig-lingual-gyrus_1
334,1906,GM,left-lig-lingual-gyrus_2
335,1669,GM,left-lig-lingual-gyrus_3
336,1572,GM,left-lig-lingual-gyrus_4
129,2639,GM,left-iog-inferior-occipital-gyrus_0
337,1533,GM,left-iog-inferior-occipital-gyrus_1
338,1607,GM,left-iog-inferior-occipital-gyrus_2
339,1471,GM,left-iog-inferior-occipital-gyrus_3
340,2184,GM,left-iog-inferior-occipital-gyrus_4
203,1787,GM,left-tmp-temporal-pole_0
341,1986,GM,left-tmp-temporal-pole_1
342,2053,GM,left-tmp-temporal-pole_2
343,2063,GM,left-tmp-temporal-pole_3
344,1728,GM,left-tmp-temporal-pole_4
152,1633,GM,right-msfg-superior-frontal-gyrus-medial-segment_0
345,1956,GM,right-msfg-superior-frontal-gyrus-medial-segment_1
346,1829,GM,right-msfg-superior-frontal-gyrus-medial-segment_2
347,999,GM,right-msfg-superior-frontal-gyrus-medial-segment_3
348,2050,GM,right-msfg-superior-frontal-gyrus-medial-segment_4
349,1581,GM,right-msfg-superior-frontal-gyrus-medial-segment_5
195,1898,GM,left-smg-supramarginal-gyrus_0
350,1927,GM,left-smg-supramarginal-gyrus_1
351,2195,GM,left-smg-supramarginal-gyrus_2
352,1751,GM,left-smg-supramarginal-gyrus_3
353,1237,GM,left-smg-supramarginal-gyrus_4
354,1829,GM,left-smg-supramarginal-gyrus_5
128,2206,GM,right-iog-inferior-occipital-gyrus_0
355,1633,GM,right-iog-inferior-occipital-gyrus_1
356,1395,GM,right-iog-inferior-occipital-gyrus_2
357,1615,GM,right-iog-inferior-occipital-gyrus_3
358,1923,GM,right-iog-inferior-occipital-gyrus_4
359,2245,GM,right-iog-inferior-occipital-gyrus_5
201,1937,GM,left-stg-superior-temporal-gyrus_0
360,1740,GM,left-stg-superior-temporal-gyrus_1
361,1728,GM,left-stg-superior-temporal-gyrus_2
362,1754,GM,left-stg-superior-temporal-gyrus_3
363,1550,GM,left-stg-superior-temporal-gyrus_4
364,2368,GM,left-stg-superior-temporal-gyrus_5
122,2082,GM,right-fug-fusiform-gyrus_0
365,1638,GM,right-fug-fusiform-gyrus_1
366,1766,GM,right-fug-fusiform-gyrus_2
367,2387,GM,right-fug-fusiform-gyrus_3
368,2112,GM,right-fug-fusiform-gyrus_4
369,1472,GM,right-fug-fusiform-gyrus_5
194,1757,GM,right-smg-supramarginal-gyrus_0
370,1844,GM,right-smg-supramarginal-gyrus_1
371,2348,GM,right-smg-supramarginal-gyrus_2
372,1850,GM,right-smg-supramarginal-gyrus_3
373,1097,GM,right-smg-supramarginal-gyrus_4
374,2653,GM,right-smg-supramarginal-gyrus_5
176,1465,GM,right-pog-postcentral-gyrus_0
375,2322,GM,right-pog-postcentral-gyrus_1
376,1514,GM,right-pog-postcentral-gyrus_2
377,1470,GM,right-pog-postcentral-gyrus_3
378,2617,GM,right-pog-postcentral-gyrus_4
379,1868,GM,right-pog-postcentral-gyrus_5
380,1905,GM,right-pog-postcentral-gyrus_6
169,1748,GM,left-pcu-precuneus_0
381,2018,GM,left-pcu-precuneus_1
382,1619,GM,left-pcu-precuneus_2
383,2155,GM,left-pcu-precuneus_3
384,2453,GM,left-pcu-precuneus_4
385,2027,GM,left-pcu-precuneus_5
386,1326,GM,left-pcu-precuneus_6
168,1936,GM,right-pcu-precuneus_0
387,1763,GM,right-pcu-precuneus_1
388,1571,GM,right-pcu-precuneus_2
389,1804,GM,right-pcu-precuneus_3
390,1702,GM,right-pcu-precuneus_4
391,1437,GM,right-pcu-precuneus_5
392,2026,GM,right-pcu-precuneus_6
393,1824,GM,right-pcu-precuneus_7
198,1826,GM,right-spl-superior-parietal-lobule_0
394,1885,GM,right-spl-superior-parietal-lobule_1
395,1285,GM,right-spl-superior-parietal-lobule_2
396,1366,GM,right-spl-superior-parietal-lobule_3
397,2098,GM,right-spl-superior-parietal-lobule_4
398,2078,GM,right-spl-superior-parietal-lobule_5
399,1800,GM,right-spl-superior-parietal-lobule_6
400,2092,GM,right-spl-superior-parietal-lobule_7
177,1725,GM,left-pog-postcentral-gyrus_0
401,2643,GM,left-pog-postcentral-gyrus_1
402,1807,GM,left-pog-postcentral-gyrus_2
403,1479,GM,left-pog-postcentral-gyrus_3
404,1691,GM,left-pog-postcentral-gyrus_4
405,2862,GM,left-pog-postcentral-gyrus_5
406,1320,GM,left-pog-postcentral-gyrus_6
407,1350,GM,left-pog-postcentral-gyrus_7
199,1238,GM,left-spl-superior-parietal-lobule_0
408,1694,GM,left-spl-superior-parietal-lobule_1
409,2397,GM,left-spl-superior-parietal-lobule_2
410,1384,GM,left-spl-superior-parietal-lobule_3
411,1758,GM,left-spl-superior-parietal-lobule_4
412,2539,GM,left-spl-superior-parietal-lobule_5
413,2007,GM,left-spl-superior-parietal-lobule_6
414,1978,GM,left-spl-superior-parietal-lobule_7
190,1663,GM,right-sfg-superior-frontal-gyrus_0
415,2069,GM,right-sfg-superior-frontal-gyrus_1
416,1938,GM,right-sfg-superior-frontal-gyrus_2
417,1680,GM,right-sfg-superior-frontal-gyrus_3
418,1966,GM,right-sfg-superior-frontal-gyrus_4
419,1535,GM,right-sfg-superior-frontal-gyrus_5
420,2288,GM,right-sfg-superior-frontal-gyrus_6
421,2066,GM,right-sfg-superior-frontal-gyrus_7
183,1477,GM,left-prg-precentral-gyrus_0
422,1565,GM,left-prg-precentral-gyrus_1
423,2724,GM,left-prg-precentral-gyrus_2
424,2037,GM,left-prg-precentral-gyrus_3
425,2631,GM,left-prg-precentral-gyrus_4
426,2163,GM,left-prg-precentral-gyrus_5
427,1592,GM,left-prg-precentral-gyrus_6
428,1136,GM,left-prg-precentral-gyrus_7
191,1651,GM,left-sfg-superior-frontal-gyrus_0
429,2014,GM,left-sfg-superior-frontal-gyrus_1
430,1456,GM,left-sfg-superior-frontal-gyrus_2
431,1881,GM,left-sfg-superior-frontal-gyrus_3
432,1464,GM,left-sfg-superior-frontal-gyrus_4
433,1704,GM,left-sfg-superior-frontal-gyrus_5
434,2125,GM,left-sfg-superior-frontal-gyrus_6
435,1782,GM,left-sfg-superior-frontal-gyrus_7
436,1633,GM,left-sfg-superior-frontal-gyrus_8
133,1594,GM,left-itg-inferior-temporal-gyrus_0
437,1762,GM,left-itg-inferior-temporal-gyrus_1
438,1996,GM,left-itg-inferior-temporal-gyrus_2
439,1914,GM,left-itg-inferior-temporal-gyrus_3
440,2082,GM,left-itg-inferior-temporal-gyrus_4
441,1730,GM,left-itg-inferior-temporal-gyrus_5
442,1875,GM,left-itg-inferior-temporal-gyrus_6
443,1919,GM,left-itg-inferior-temporal-gyrus_7
444,904,GM,left-itg-inferior-temporal-gyrus_8
132,1409,GM,right-itg-inferior-temporal-gyrus_0
445,1748,GM,right-itg-inferior-temporal-gyrus_1
446,2122,GM,right-itg-inferior-temporal-gyrus_2
447,2030,GM,right-itg-inferior-temporal-gyrus_3
448,1809,GM,right-itg-inferior-temporal-gyrus_4
449,1915,GM,right-itg-inferior-temporal-gyrus_5
450,2235,GM,right-itg-inferior-temporal-gyrus_6
451,1157,GM,right-itg-inferior-temporal-gyrus_7
452,1738,GM,right-itg-inferior-temporal-gyrus_8
182,1215,GM,right-prg-precentral-gyrus_0
453,2362,GM,right-prg-precentral-gyrus_1
454,1208,GM,right-prg-precentral-gyrus_2
455,2036,GM,right-prg-precentral-gyrus_3
456,1609,GM,right-prg-precentral-gyrus_4
457,2339,GM,right-prg-precentral-gyrus_5
458,1137,GM,right-prg-precentral-gyrus_6
459,1792,GM,right-prg-precentral-gyrus_7
460,2508,GM,right-prg-precentral-gyrus_8
461,1645,GM,right-prg-precentral-gyrus_9
154,2061,GM,right-mtg-middle-temporal-gyrus_0
462,2006,GM,right-mtg-middle-temporal-gyrus_1
463,1075,GM,right-mtg-middle-temporal-gyrus_2
464,2356,GM,right-mtg-middle-temporal-gyrus_3
465,2238,GM,right-mtg-middle-temporal-gyrus_4
466,1570,GM,right-mtg-middle-temporal-gyrus_5
467,1822,GM,right-mtg-middle-temporal-gyrus_6
468,2273,GM,right-mtg-middle-temporal-gyrus_7
469,1305,GM,right-mtg-middle-temporal-gyrus_8
470,2225,GM,right-mtg-middle-temporal-gyrus_9
155,2654,GM,left-mtg-middle-temporal-gyrus_0
471,1759,GM,left-mtg-middle-temporal-gyrus_1
472,1258,GM,left-mtg-middle-temporal-gyrus_2
473,1935,GM,left-mtg-middle-temporal-gyrus_3
474,2197,GM,left-mtg-middle-temporal-gyrus_4
475,2054,GM,left-mtg-middle-temporal-gyrus_5
476,1717,GM,left-mtg-middle-temporal-gyrus_6
477,1690,GM,left-mtg-middle-temporal-gyrus_7
478,1993,GM,left-mtg-middle-temporal-gyrus_8
479,1165,GM,left-mtg-middle-temporal-gyrus_9
480,1777,GM,left-mtg-middle-temporal-gyrus_10
143,1385,GM,left-mfg-middle-frontal-gyrus_0
481,2262,GM,left-mfg-middle-frontal-gyrus_1
482,2325,GM,left-mfg-middle-frontal-gyrus_2
483,1991,GM,left-mfg-middle-frontal-gyrus_3
484,1952,GM,left-mfg-middle-frontal-gyrus_4
485,1534,GM,left-mfg-middle-frontal-gyrus_5
486,1443,GM,left-mfg-middle-frontal-gyrus_6
487,2190,GM,left-mfg-middle-frontal-gyrus_7
488,1717,GM,left-mfg-middle-frontal-gyrus_8
489,977,GM,left-mfg-middle-frontal-gyrus_9
490,2044,GM,left-mfg-middle-frontal-gyrus_10
491,2135,GM,left-mfg-middle-frontal-gyrus_11
492,1817,GM,left-mfg-middle-frontal-gyrus_12
493,1733,GM,left-mfg-middle-frontal-gyrus_13
142,2046,GM,right-mfg-middle-frontal-gyrus_0
494,2291,GM,right-mfg-middle-frontal-gyrus_1
495,1700,GM,right-mfg-middle-frontal-gyrus_2
496,2078,GM,right-mfg-middle-frontal-gyrus_3
497,1770,GM,right-mfg-middle-frontal-gyrus_4
498,1832,GM,right-mfg-middle-frontal-gyrus_5
499,2090,GM,right-mfg-middle-frontal-gyrus_6
500,1415,GM,right-mfg-middle-frontal-gyrus_7
501,1802,GM,right-mfg-middle-frontal-gyrus_8
502,1975,GM,right-mfg-middle-frontal-gyrus_9
503,2007,GM,right-mfg-middle-frontal-gyrus_10
504,2010,GM,right-mfg-middle-frontal-gyrus_11
505,1452,GM,right-mfg-middle-frontal-gyrus_12
506,1142,GM,right-mfg-middle-frontal-gyrus_13
